image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Naïve Art (Primitivism)/0013415_NikoPirosmani-Fox.jpg,Excited,Positive,High,"Warm tones dominate, with rich reds and browns contrasting against muted backgrounds.","Soft shadows and a gentle light source create a subtle, mysterious contrast.","The composition is dynamic, with the fox's body stretching diagonally, adding vitality.","The image depicts a stylized fox, with its elongated body and exaggerated features, moving gracefully across a shadowy terrain. Its eyes are wide and expressive, underlined by a playful yet mysterious aura."
/kaggle/working/Images/Naïve Art (Primitivism)/0013432_FernandoBotero-Prioress.jpg,Calm,Positive,Low,"Warm tones dominate, with subtle contrast against a dark backdrop.","Soft light source, with gentle contrasts between light and dark regions.","Central focus with balanced symmetry, enhancing the figure's prominence.","A figure with a round face and serene expression is portrayed in a stylized manner, wearing a voluminous white headscarf. The background is a dark, muted tone, emphasizing the character’s contemplative gaze."
/kaggle/working/Images/Naïve Art (Primitivism)/0013475_DavidBurliuk-BuyMyFish!.jpg,Excited,Positive,High,"Warm and cool tones blend vividly, with high saturation and strong contrast.",Dramatic contrast with sharp highlights emphasizing details.,Dynamic with a central focus on the interaction between figures.,"The image depicts a vibrant fish market scene, featuring a fisherman and a customer. The fish are displayed on a table against a backdrop of boats and the sea. Bold and dynamic with vivid character expressions."
/kaggle/working/Images/Naïve Art (Primitivism)/0013479_FernandLeger-Swimming.jpg,Excited,Positive,High,"Warm and cool tones intermingle, with saturated hues creating a vivid, lively contrast.","Light is evenly distributed, with moderate contrast between light and dark areas, enhancing the scene's clarity.","The composition is dynamic, balancing multiple figures across the scene in a harmonious arrangement.","The image depicts a vibrant seaside scene with various figures in dynamic poses. Bright colors and bold outlines define the landscape and people, conveying a lively, bustling energy. Geometric buildings form the backdrop against a deep blue sea."
/kaggle/working/Images/Naïve Art (Primitivism)/0013500_NorvalMorrisseau-OceanLife.jpg,Excited,Positive,High,Warm and cool tones coexist; bold saturation with high contrast between the red and teal background.,"Minimal light variation, emphasizing color blocks over shadow play.","Dynamic with a focus on the central interlocking fish, creating visual tension and harmony.","The image showcases two stylized fish with strikingly vivid colors, positioned against a stark red and teal background. The fish feature intricate geometric patterns, creating a sense of motion and vibrancy inherent in indigenous art forms."
/kaggle/working/Images/Naïve Art (Primitivism)/0013515_MaryFedden-Ringedplover.jpg,Calm,Positive,Low,"Earthy, warm tones dominate, with subtle contrasts creating a calming effect.","Soft light highlights the bird, with gentle shadows adding depth.","The composition is central and balanced, focusing on the bird and the circular shape above it.","The image features a solitary bird with a delicate expression, set against a muted, tawny backdrop. The scene is serene, with the bird standing prominently in the foreground beneath an ethereal, circular form resembling a celestial body."
/kaggle/working/Images/Naïve Art (Primitivism)/0013615_KazimirMalevich-PeasantWomeninaChurch.jpg,Calm,Positive,Low,"The monochrome palette uses cool, muted tones enhancing the somber atmosphere.",Subtle contrasts of light and shadow suggest depth without sharp transitions.,"The composition is balanced, with a central focus on the gathering of figures.","A group of figures stands closely, enveloped in long robes, their expressions solemn. The faces are stylized, with minimal detail, evoking a sense of unity and introspection. The image is monochromatic, emphasizing form over color."
/kaggle/working/Images/Naïve Art (Primitivism)/0013657_HenriRousseau-PortraitofaWoman.jpg,Calm,Positive,Low,"Cool tones dominate, with saturation that brings a balanced, natural feel to the scene.","Soft, diffused lighting creates gentle contrasts between areas, enhancing depth.","Central focus on the woman, with a symmetrical and calming arrangement of surrounding elements.","A woman stands confidently in a lush garden, wearing a voluminous dark dress. Her poise is graceful, surrounded by vibrant greenery and flowers, under a softly clouded sky. A cat plays with a ball of yarn at her feet."
/kaggle/working/Images/Naïve Art (Primitivism)/0013775_AlfredWallis-BoatwithFishermenLettingOutNets.jpg,Bored,Negative,Low,"Cool, muted tones dominate, with low saturation enhancing somberness.","Soft, with subtle contrasts that create depth.","Dynamic, with a diagonal focus from the mast and figures.","The image portrays a small, dark-toned boat navigating choppy waters, with five figures onboard. The boat appears weathered, with the mast extending across and a distant, faint horizon. The colors are muted, giving a somber feeling."
/kaggle/working/Images/Neo-Expressionism/0006142_ErikSigerud-ASecretLeftAlone.jpg,Frustrated,Negative,High,"Cool tones dominate, with low saturation and subtle contrast.","Light source from left, casting soft shadows, enhancing contrast.","Dynamic, with central focus on the chaotic form.","The image features an abstract form that resembles an explosion of thin, black lines and spots, set in a room with muted colors. The background contrasts with the dynamic chaos of the form, creating a sense of tension."
/kaggle/working/Images/Neo-Expressionism/0006266_EnzoCucchi-Bersaglio.jpg,Excited,Positive,High,Vibrant yellows contrast cool teal and blue.,Soft shadows; light illuminates the ear.,Dynamic; ear draws focus with tilted background.,"The image features a surreal scene with a large, vivid yellow ear dominating the right side. A small, abstract figure hovers against a teal backdrop. The arrangement is unconventional, evoking a sense of curiosity and abstraction."
/kaggle/working/Images/Neo-Expressionism/0006414_AntonioPalolo-Untitled.jpg,Excited,Positive,High,"The artwork uses warm, saturated tones with a high contrast between the orange and blue figures.","There is a soft, diffuse light, with minimal contrast in light and dark areas, highlighting the vibrancy of the colors.","The composition is dynamic, with a central focus on the contrasting figures, creating a sense of interaction.","The image depicts two abstract figures, one in vibrant orange and the other in deep blue, intertwined against a background of bold red. The dynamic lines and swirling forms evoke a sense of movement and interaction."
/kaggle/working/Images/Neo-Expressionism/0006536_VladimirDavidia-SittingModel.jpg,Sad,Negative,Low,"Predominantly cool tones with subtle, warm accents add depth and intrigue. Moderate saturation and contrast enrich the visual experience.","A soft light source creates gentle shadows, enhancing the dimensionality and adding dramatic depth to the image.","Dynamic and layered, the composition draws the eye through overlapping forms and circles, cleverly guiding visual exploration.","The image showcases an abstract portrayal of intertwined circles and organic shapes, evoking a sense of mystery. Darker hues dominate, with occasional warm tones. The composition hints at layered elements, creating a complex visual depth."
/kaggle/working/Images/Neo-Expressionism/0006640_DavidPark-TwoBathers.jpg,Excited,Positive,High,"Warm tones dominate, with rich saturation and bold contrasts.",Subtle light source; moderate contrast with soft transitions.,"Dynamic, asymmetrical; figures create movement and tension.","Two figures stand in an abstract, colorful space, their postures expressive and dynamic. The painting boasts vivid hues and energetic forms, creating a lively yet intense atmosphere, enriched by a tapestry of overlapping colors and shapes."
